order_id,company,account_manager,address,city,state,zip_code,cost,sales
71a275ca,Vasquez-Peterson,Andy Bernard,7866 Cline Landing Apt. 722,Port Joeshire,NE,85506,27.4,41.1
71a27606,Bishop-Lewis,Dwight Schrute,147 Becky Ridge,North Nicoleton,AL,30548,19.8,29.6
71a27638,Simpson-Mclaughlin,Dwight Schrute,19401 Kelley Turnpike Suite 930,New Peterville,FL,13503,95,142.5
71a27668,"Cook, Alvarado and Hunter",Michael Scott,99695 Daniel Parkways Apt. 737,Christinaside,CT,38143,40,60
71a276a6,Carey Inc,Dwight Schrute,095 Cline Groves,New Nancy,CT,28609,177.6,266.5
71a276d8,Fox-Dillon,Stanley Hudson,0345 Ashley Lodge,New Davidfort,FL,92543,299.9,449.9
71a2770a,Brown Ltd,Creed Patton,37503 Martin Mall,New Lindsaybury,MD,41739,130,195
71a27746,Williams PLC,Dwight Schrute,91837 Blair Radial Apt. 911,West Amber,DE,33408,90,135
71a27778,Lawrence-Salinas,Ryan Howard,86584 James Tunnel,Mercadoville,WY,10378,90.6,135.9
71a277a8,Craig-Garcia,Dwight Schrute,5083 Allen Center Apt. 846,North Jonathanside,SC,82292,74.1,116.2
71a277e6,Mills and Sons,Andy Bernard,9968 Valentine Ford,New Erikview,ND,79600,48.4,72.6
71a27818,Hill Inc,,09308 Danielle Canyon Apt. 204,Sarahfurt,LA,3480,55.1,82.7
71a2784a,Watkins-Howard,Stanley Hudson,447 Skinner Manor,Barbaraborough,KS,78610,130,195
71a27886,"Jordan, Taylor and Edwards",Phyllis Vance,883 James Plains Apt. 363,Port Leslieshire,AZ,43311,38.8,58.2
71a278b8,Washington-Arnold,Creed Patton,86095 Keith Forge,New Kayla,WA,62076,89.8,134.7
71a278f4,Gonzalez Ltd,Stanley Hudson,130 Andrew Center,Masonborough,WY,3830,72.4,108.6
71a27926,Kelley PLC,,3381 York Fort Suite 147,Lake Ryan,UT,66931,89.9,134.9
71a27958,"Myers, Rangel and Brown",Dwight Schrute,820 Amanda Station,Dunnside,NV,95676,140.4,210.5
71a27994,"Owens, Fisher and Campbell",Creed Patton,0529 Bishop Loop,Murphyside,NY,55533,120.8,181.2
71a279c6,"Olsen, Rojas and Morris",,989 Fisher Plaza Suite 660,Port Anthony,TN,91382,62.3,97.2
71a279f8,Ramirez-Thompson,Dwight Schrute,578 Leslie Island Apt. 727,Jacksonberg,MT,97541,90.6,135.9
71a27a34,Peters-Leon,,0242 Thompson Station Suite 533,Rogertown,WA,69021,55,82.5
71a27a66,Rodriguez Group,Stanley Hudson,155 Becker Land Apt. 478,Port Briantown,MS,60678,34,51
71a27a98,Snyder-Turner,Andy Bernard,97135 Ramirez Freeway,Catherinechester,DE,4238,41.7,62.5
71a27ad4,Allen Ltd,,77011 Daisy Ferry Suite 800,Wolfebury,MI,57112,199.9,299.9
71a27b06,Robinson Ltd,,996 Jeffrey Skyway,Sherribury,AZ,15410,54,81
71a27b38,Schmitt Group,Meredith Palmer,47840 Kristina Prairie Apt. 706,East Alyssa,MI,84224,110.3,165.5
71a27b74,Willis-Whitehead,,768 Brown Dam,South Christianbury,WY,88864,100.2,150.3
71a27ba6,Moss-Hughes,Kevin Malone,734 Kayla Fork Suite 909,Austinburgh,UT,62341,68.5,102.8
71a27bd8,"Mullins, Johnson and Herrera",,451 Stacy Keys Apt. 934,Smithside,MO,93875,59.2,88.8
71a27c14,"Strong, Benson and Peck",Andy Bernard,05381 Ryan Squares Suite 499,Brownhaven,ND,73738,119.6,179.4
71a27c46,Maldonado-Oneill,,85117 Candace Cape Suite 772,Jonesshire,WI,20128,154.2,231.3
71a27c78,Collins-Mcgee,Creed Patton,17430 Ellen Curve Suite 921,Toddville,MA,7437,72,107.9
71a27cb4,Huff-Riley,,8419 Brittany Trail Suite 570,Leemouth,OH,5947,137.5,211.3
71a27ce6,Rodriguez and Sons,Stanley Hudson,16676 Angela Junction,New Cody,SD,21637,199.9,299.9
71a27d18,Horton-Moreno,Stanley Hudson,822 Flores Radial,East Gregory,FL,1715,125,187.5
71a27d4a,Morris-Gomez,,7767 Gregory Loaf,Luketon,MD,4102,35,52.5
71a27d86,Mcconnell-Duffy,Phyllis Vance,76521 Rebecca Pass,Ramirezside,LA,80461,36.7,55.1
71a27db8,Hampton PLC,,569 Robinson Road,Sheltonchester,ME,19206,27.4,41.1
71a27df4,Baldwin-Acosta,Stanley Hudson,30857 Jefferson Freeway Apt. 848,New Elizabethmouth,NC,48882,95.1,142.7
71a27e26,Reynolds Ltd,Kevin Malone,34610 Richardson Alley,Danielsberg,NY,65681,117.5,176.3
71a27e58,Griffin-Thomas,Dwight Schrute,16053 Anthony Canyon Suite 873,North Makaylashire,WA,33000,97,149.2
71a27e94,Flynn LLC,Andy Bernard,639 Theresa Cape Apt. 006,South Jesus,VT,68041,180,270
71a27ec6,"Richmond, Smith and Cox",Andy Bernard,38094 Sexton Cape,Vincentmouth,PA,16241,71.7,107.6
71a27f02,Dawson LLC,Dwight Schrute,991 Christopher Trail Suite 154,Lawrencebury,UT,78224,104.2,156.3
71a27f34,Harris-Gibbs,,804 Carter Haven Apt. 887,Meyerside,DC,4692,67.5,101.3
71a27f66,"Johnson, Brady and Estrada",Phyllis Vance,31092 Christina Radial Apt. 473,Youngview,NV,99758,61.7,92.5
71a27fa2,Andrews and Sons,Michael Scott,762 Jeremy Road Suite 337,East Tiffanyhaven,TX,2917,24.2,36.3
71a27fd4,Ferguson LLC,Andy Bernard,4128 James Course Suite 919,Port Williamshire,OR,23127,30.7,46.1
71a28006,Morris and Sons,Andy Bernard,1679 Long Groves,Lake Jordan,SD,45462,149.9,224.9
71a28042,"Oconnell, Haley and Anderson",Andy Bernard,828 Gay Park,East Micheleside,AZ,48291,130,195
71a28088,"Day, Acosta and Weiss",Andy Bernard,0890 Angel Cape Suite 989,Brittanyland,AZ,50864,104.9,157.4
71a280c6,Jackson-Sawyer,Creed Patton,44939 Riley Extensions Apt. 773,Sarahfort,PA,95859,64.7,97.1
71a280f6,Keith-Howard,,2235 Sabrina Underpass,South Keithmouth,AL,53026,88.7,133.1
71a28134,Johnson-Fox,Andy Bernard,3071 Mcknight Plain Apt. 048,East Shaneland,SC,97022,20.7,31.1
71a28164,Peterson-Patton,,930 Donna Cliffs Suite 305,Edwardsport,WY,68543,54.8,82.2
71a2819e,Alvarez-Gonzalez,Creed Patton,33650 Reilly Mount Apt. 005,Emilyborough,PA,46858,63,94.5
71a281d2,"Henderson, White and Thomas",Stanley Hudson,15289 Williams Freeway,Marissafort,MT,57831,82.5,123.8
71a2820c,Weaver-Ray,Creed Patton,4745 Jason Lock Apt. 869,Lake Brianshire,WA,73510,105,157.5
71a28240,Williams and Sons,Kevin Malone,522 Denise Light,South Greg,OK,29771,65,97.4
71a28274,Vasquez-Peterson,Kevin Malone,7866 Cline Landing Apt. 722,Port Joeshire,NE,85506,104.9,157.4
71a282ae,Wagner-Thompson,Creed Patton,674 Hernandez Unions,Williamsburgh,DC,72546,90.6,135.9
71a282e2,"Nunez, Hamilton and Padilla",Andy Bernard,9312 Patricia Pine,Ronaldhaven,VA,57826,90,135
71a2831c,"Arias, Stevenson and Conrad",Andy Bernard,259 Reid Junctions,Melissabury,PA,64880,120,187.5
71a2834c,Scott LLC,Stanley Hudson,84537 Brenda Burgs Apt. 302,Cassidyburgh,AZ,21275,300.7,451.1
71a28380,Shannon Inc,Phyllis Vance,189 Carmen Turnpike,New Sarahville,NV,28820,165,247.5
71a283ba,"Nunez, Hamilton and Padilla",Dwight Schrute,9312 Patricia Pine,Ronaldhaven,VA,57826,65,97.5
71a283ee,Washington-Santos,Phyllis Vance,156 Donna Ridges Apt. 254,Patrickview,WV,8836,97.1,145.7
71a2841e,Bell LLC,,9144 Eric Streets,East Rachel,MN,67358,91.4,137.1
71a2845c,"Clements, Fox and Ferguson",Creed Patton,046 Christina Mills Suite 558,Thomasfurt,ME,68631,100,149.9
71a2848c,Long-Hardy,Kevin Malone,9362 Keith Center,Jenniferberg,TX,52185,110.7,166.1
71a284c0,Anderson Group,Kevin Malone,2219 Donald Pine Suite 555,Lake Dan,RI,67633,42.3,63.5
71a284fa,"White, Kennedy and Mason",Michael Scott,56694 Jacqueline Ways Apt. 380,Obrienmouth,MI,49628,64.9,97.4
71a2852e,Ashley-Ramirez,Meredith Palmer,44112 Paul Ports,New Janet,OH,52551,50,75
71a28562,"Hayes, Lynn and Greene",Kevin Malone,932 Charles Stravenue Apt. 851,North Tommy,AR,24413,82,123
71a2859c,Delgado Group,Phyllis Vance,038 Jason Wells,Chenfurt,MA,74436,87.5,131.3
71a285cc,Anthony-Oconnor,Stanley Hudson,776 Williams Crescent,Michaelfurt,OR,2810,110.3,165.5
71a2860a,"Stephens, Kelly and Novak",Andy Bernard,7540 Velazquez Roads,Morganshire,ID,3634,12,17.9
71a2863a,Yoder-Kelly,Andy Bernard,5738 Christina Manor,Floresstad,FL,91096,33,49.5
71a2866e,Suarez-Hamilton,Stanley Hudson,3467 Justin Terrace Suite 115,Elizabethville,OR,72018,102.4,153.5
71a286a8,"Fuentes, Proctor and Scott",Kevin Malone,49277 Jill Curve Apt. 084,North Robinland,IN,91681,126.6,189.9
71a286dc,"Taylor, Moore and Jones",Dwight Schrute,055 Victoria Shoal,South Wesley,KY,73451,114.9,172.4
71a2870c,Austin-Lucas,,4748 Yang Views,Lake Randyview,MA,7053,55,82.5
71a2874a,Williams and Sons,Andy Bernard,522 Denise Light,South Greg,OK,29771,17.4,26.1
71a2877a,"Scott, Beasley and Murray",Pam Beesly,4422 Stephanie Village,East Ericville,ND,82370,82.5,123.8
71a287b8,"Gutierrez, Robinson and Cross",Andy Bernard,5767 Kennedy Vista,Jonathanton,LA,1643,71.3,107
71a287e8,Campbell-Brooks,,1718 Conway Row,Port Laura,AR,49205,89.2,133.8
71a2881c,Rivera Group,,40338 Kelly Overpass,Owensfurt,NV,31249,95,142.5
71a28858,"Moody, Bryan and Walsh",,18457 Chavez Plaza Suite 505,Williamsland,IN,28255,38.6,60.4
71a2888a,Gutierrez-Williams,Dwight Schrute,29229 Molly Haven Apt. 103,East William,OK,86073,66.6,99.9
71a288da,Berry-Navarro,,69601 Grimes Ridge Apt. 758,Rachelville,AR,21445,105,157.5
71a2890c,"King, Smith and White",,25487 Reynolds Prairie Suite 695,Port Nicoleton,KS,58108,75,112.5
71a2893e,Lee and Sons,Andy Bernard,19833 Rodriguez Row,Nicoleville,MD,73345,46.2,69.3
71a2897a,Jimenez and Sons,,7413 Turner Centers Suite 681,Rodneyshire,TX,81750,75,112.5
71a289ac,"Ward, Mckee and Smith",,22474 Ford Oval Suite 940,East Joseph,NC,13593,70,105
71a289de,Martinez Group,Andy Bernard,926 Gonzales Land Apt. 227,Port Mariaborough,LA,47477,22.6,33.9
71a28a1a,"Flowers, Gomez and Welch",Andy Bernard,81835 Christopher Loop,Gomeztown,RI,53737,137.5,206.3
71a28a4c,Haley-Lopez,Kevin Malone,1927 Morris Cape Apt. 848,Myersburgh,RI,79524,62.4,93.6
71a28a7e,Smith PLC,,5963 Sandra Grove Suite 794,Randyburgh,AL,96815,96.4,144.6
71a28ab0,Hale-Doyle,,082 Boyd Ramp,West Christinafort,MS,86195,89.2,133.8
71a28aec,Herman PLC,Andy Bernard,7116 Tammy Land,West Amanda,OH,20729,55,82.5
71a28b1e,Peters-Leon,Andy Bernard,0242 Thompson Station Suite 533,Rogertown,WA,69021,96.4,144.6
71a28b50,Preston-Guerrero,Dwight Schrute,49618 Stafford Square Suite 316,Lake Richardfort,OR,96162,149.7,224.6
71a28b8c,"Scott, Beasley and Murray",Stanley Hudson,4422 Stephanie Village,East Ericville,ND,82370,140,209.9
71a28bbe,Stanley-Landry,Michael Scott,07183 Johnson Plain,Port Mario,SC,11902,65,97.5
71a28bfa,"Garcia, Sims and Murphy",Dwight Schrute,156 Morales Haven Suite 150,South Leslie,NJ,13025,149,223.5
71a28c2c,Palmer and Sons,Phyllis Vance,216 White Camp Apt. 435,Kylehaven,WY,76875,45.5,68.3
71a28c68,Jordan Group,Andy Bernard,0692 Smith Crest Apt. 367,East Timothyside,KY,13019,75,112.5
71a28c9a,"Ibarra, Palmer and Bowers",Andy Bernard,6778 Erik Locks Suite 582,Christopherland,KY,1297,105,157.5
71a28cd8,Hood Ltd,Creed Patton,285 Dana Island,Port Jamesview,AK,98550,35.5,53.3
71a28d12,Gonzalez Ltd,Stanley Hudson,130 Andrew Center,Masonborough,WY,3830,32.2,48.3
71a28d46,"Sanchez, Roberts and Hickman",Andy Bernard,2373 Scott Oval Suite 932,North Williamshire,SC,47711,57.8,86.7
71a28d76,"Benson, Henderson and Cole",Stanley Hudson,8958 Hendricks Rapid,Conniefort,CA,8620,124.9,187.4
71a28db4,Salinas-Thompson,Andy Bernard,6561 Tanya Forks,Chloeburgh,MN,60557,135,202.4
71a28df8,Harvey Inc,,1452 Sara Loop,Lake Samuelborough,FL,50159,339.9,509.9
71a28e34,Thornton-Roth,,45984 Wagner Common,New Cristian,MO,4633,149.9,224.9
71a28e70,Stark-Thomas,Kevin Malone,820 Aguirre Mews,Elizabethstad,CA,18897,306.8,460.2
71a28ea2,Barber-Moore,Dwight Schrute,075 Brooke Skyway Suite 235,Timothyberg,CT,73947,395,592.5
71a28ede,"Stout, Green and Foster",Stanley Hudson,574 David Expressway,New Sandrafurt,VT,27687,99.9,149.9
71a28f10,"Arroyo, Saunders and Baker",Stanley Hudson,59493 Mccoy Trace Suite 596,Rossburgh,CA,98966,39.6,59.4
71a28f4c,"Mccormick, Reed and Dickson",Andy Bernard,09817 Matthew Corners Suite 275,Alexchester,MT,48008,51.5,77.3
71a28f7e,Wilson PLC,Andy Bernard,3108 Erica Roads,Tammyfurt,NC,62188,29.6,44.4
71a28fb0,"Armstrong, Gibson and Marquez",Andy Bernard,286 Angela Ridges,West Aliciamouth,NM,77224,300,450
71a28fec,"Curry, Young and Ortiz",Stanley Hudson,7003 Jonathan Pike Apt. 638,Josephfurt,WY,11566,110.1,165.2
71a2901e,"Russo, Wheeler and Oneill",,8724 Aaron Port,New Michaelstad,MD,60117,20,30
71a2905a,Foster-Jackson,Michael Scott,901 Gary Tunnel Suite 325,Douglasport,AR,35728,33.3,49.9
71a2908c,Carr-Meza,Dwight Schrute,3267 Frank Trace,Lake Destiny,CO,74873,41.9,62.9
71a290c8,Howard Ltd,,018 Harold Oval,Hendersonberg,WV,916,76,114
71a290fa,Cook-Fitzgerald,Stanley Hudson,248 Larry Plaza,Torresstad,IL,67615,79.4,119.1
71a2912c,"White, Kennedy and Mason",Creed Patton,56694 Jacqueline Ways Apt. 380,Obrienmouth,MI,49628,130,195
71a29168,Frederick LLC,Andy Bernard,967 Jennifer Keys,Lake Aaron,NY,51280,50,75
71a2919a,Riddle Group,Andy Bernard,224 Diane Trafficway,South Derekville,SD,78495,103,154.5
71a292c6,"Greene, Smith and Douglas",Stanley Hudson,516 Derek Land,Frenchfort,NH,35288,300,450
71a29398,Long LLC,Dwight Schrute,710 Hicks Stream,Seanbury,DC,83205,110,165
71a293f4,"Flowers, Gomez and Welch",,81835 Christopher Loop,Gomeztown,RI,53737,85,127.5
71a2942e,"Clark, Guerra and Reeves",Creed Patton,31708 Jeffery Parkway,East Tanyaview,IA,28565,150,225
71a29468,"Holt, Peters and Cochran",Andy Bernard,406 Kevin Drive Suite 972,Jeffreyburgh,ME,45283,75,112.5
71a294a6,"Ibarra, Hernandez and Rodriguez",Ryan Howard,439 Jasmine Knoll,South Amandaland,SD,97086,94.8,142.2
71a294e2,"Owens, Fisher and Campbell",Stanley Hudson,0529 Bishop Loop,Murphyside,NY,55533,120.4,180.6
71a29514,Bates-Jimenez,Dwight Schrute,02658 Colleen Prairie Apt. 012,New Susan,ME,3866,18.6,27.9
71a29550,"Phillips, Foster and Hays",Creed Patton,69527 Tina Garden Apt. 093,New Jason,MT,42543,55.4,83.1
71a29582,"Davila, Nelson and Rodriguez",,971 Washington Flat Apt. 973,Port Davidbury,WY,6983,45,67.5
71a295be,"Fuentes, Proctor and Scott",Meredith Palmer,49277 Jill Curve Apt. 084,North Robinland,IN,91681,35,52.5
71a295f0,Campbell LLC,Andy Bernard,1960 Randolph Cape,Port Dennisborough,TX,49660,115.5,173.3
71a2962c,Grant and Sons,,5115 Mercado Extensions,North Robertbury,AZ,19788,96.4,144.6
71a2965e,Lynn-Anderson,Dwight Schrute,822 Eric Freeway Suite 046,New Emilyborough,NH,67574,140,210
71a2969a,Gallagher Inc,Meredith Palmer,396 Moss Plain,East John,OR,77931,73.8,110.7
71a296cc,Meyers LLC,Michael Scott,30410 Michael Vista Suite 021,Hardyborough,OH,24765,74.9,112.4
71a29708,Anderson Ltd,Ryan Howard,0604 Martinez Expressway,Port Timothy,ME,17081,129.9,194.9
71a2973a,Allen PLC,Ryan Howard,71025 Quinn Trace,South Susantown,RI,68196,71.1,106.7
71a29776,"Barry, Whitaker and Ponce",Michael Scott,554 Steven Inlet Apt. 143,Elliottport,NC,74280,155.9,233.9
71a297a8,Vazquez-Davidson,Dwight Schrute,677 Munoz Port Suite 181,Cindychester,RI,50065,75,112.5
71a297e4,"Mccormick, Reed and Dickson",Phyllis Vance,09817 Matthew Corners Suite 275,Alexchester,MT,48008,24.9,37.4
71a29818,Baker-Hopkins,,7147 Donald Station,East James,SC,40293,59.3,89
71a29848,"Adams, Barnes and Herrera",Andy Bernard,47253 Judy Run Suite 387,Robertberg,CO,87271,100,149.9
71a29886,Cervantes Group,,592 Martinez Points,Lake Erinstad,SC,99854,15.6,23.4
71a298b6,Lopez Inc,Creed Patton,74975 Jamie Pike Apt. 143,South Olivia,MO,2029,214.9,322.4
71a298e8,"Allen, Taylor and Stevenson",Michael Scott,16907 King Skyway Apt. 655,Aguilarview,MS,60574,146.6,219.9
71a29924,"Lopez, James and Cowan",Creed Patton,23566 Rodriguez Pass,Port Patrickview,GA,61182,68,102
71a29962,Sims-Smith,Creed Patton,48345 Hahn Club,South Williambury,VT,28882,90.6,135.9
71a29992,"Phillips, Robles and Smith",Dwight Schrute,154 Williams Landing,New John,AK,80234,114.5,171.8
71a299cc,"Zuniga, Davis and Moore",Dwight Schrute,2856 Thomas Drives Apt. 207,North Pamelabury,WA,45753,96.4,144.6
71a29a0a,Rubio-Henderson,Andy Bernard,8693 Michael Walks,Valeriehaven,MS,64339,20.5,30.8
71a29a3a,"Johnson, May and Villa",Dwight Schrute,5899 Gonzales Ridge,Lake Davidborough,NJ,83298,97,149.3
71a29a78,"Martin, Cox and Long",Creed Patton,777 Kaitlyn Summit Apt. 282,New Brandon,OR,65194,115.4,173.1
71a29aa8,Clayton Group,,35513 Waters Summit Apt. 286,East Sandra,MA,83025,190,285
71a29ae6,"Oconnell, Haley and Anderson",Stanley Hudson,828 Gay Park,East Micheleside,AZ,48291,86.6,129.9
71a29b18,Hancock Inc,Dwight Schrute,560 Rivera Streets Apt. 955,Taylormouth,WI,32292,19.3,29
71a29b54,Clayton Group,Creed Patton,35513 Waters Summit Apt. 286,East Sandra,MA,83025,89.9,134.9
71a29b86,"Ibarra, Hernandez and Rodriguez",Ryan Howard,439 Jasmine Knoll,South Amandaland,SD,97086,33,49.6
71a29bb8,Mills and Sons,Andy Bernard,9968 Valentine Ford,New Erikview,ND,79600,50,75
71a29bf4,Martinez-Meyer,Phyllis Vance,3281 Frank Villages Suite 831,North Davidshire,WA,6843,199.9,299.9
71a29c30,Strong-Manning,Dwight Schrute,441 Alan Stream,Phillipsmouth,DC,64316,74.7,112.1
71a29c62,Lopez and Sons,,5872 Gill Parkways Apt. 069,New Codyhaven,NC,96372,67.5,101.3
71a29c9e,Thornton-Roth,Creed Patton,45984 Wagner Common,New Cristian,MO,4633,125,187.5
71a29cda,"Bell, Cole and Stewart",Creed Patton,4099 Christine Route,Alvareztown,MS,44663,140,209.9
71a29d0c,Garcia-Rose,,24978 King Forge Suite 168,Erikland,KS,71733,19.6,29.4
71a29d86,"Walters, Davenport and Nunez",Stanley Hudson,217 Hannah Oval,West Brian,MI,15538,175,262.5
71a29dc0,Cain-Ward,Kevin Malone,5923 Stevens Islands Apt. 558,Karenburgh,WI,44728,104.5,156.8
71a29dfa,"Davis, Richardson and Boyd",,5993 Joseph Plain,Schultzfurt,MD,89088,199.9,299.9
71a29e38,"Jones, Thompson and Lee",Phyllis Vance,00496 Laura Inlet,West Stephen,AR,34206,224.7,337.1
71a29e74,"Flowers, Gomez and Welch",,81835 Christopher Loop,Gomeztown,RI,53737,64.9,97.4
71a29eb0,Keith-Howard,Ryan Howard,2235 Sabrina Underpass,South Keithmouth,AL,53026,111.6,167.4
71a29ee2,"Diaz, Smith and Lowe",Stanley Hudson,3842 Wilson Villages,Heathertown,TN,42666,153.3,230
71a29f1e,"Gonzales, Frank and Duncan",Dwight Schrute,0892 Adams Haven,Foxfort,FL,53376,74.9,112.3
71a29f5a,Mcneil and Sons,Phyllis Vance,89477 Corey Place Suite 228,Smithmouth,CT,50048,79.6,119.4
71a29f8c,"Bridges, Banks and Bryant",,863 Bishop Run Apt. 698,Arnoldmouth,NC,9514,144.9,217.4
71a29fd2,Stanley-Landry,Andy Bernard,07183 Johnson Plain,Port Mario,SC,11902,54.3,81.5
71a2a006,"Carpenter, Simpson and Duke",Dwight Schrute,360 Sanchez Parks Apt. 011,Karlaview,ND,26984,53.8,80.7
71a2a040,Hines Group,Phyllis Vance,860 Tony Summit Apt. 794,West Chad,LA,18273,134.9,202.4
71a2a07a,"Olson, Johnson and Krueger",Andy Bernard,08642 Kim Square Suite 336,Chandlerstad,AZ,17489,35.4,53.1
71a2a0b8,"Roberts, Ingram and Chapman",Creed Patton,8984 Gregory Viaduct,South Aliciafort,WI,12780,185,277.5
71a2a0fe,Ford LLC,Dwight Schrute,4484 Robert Stream,West Brittany,DC,94021,83.3,125
71a2a13a,Nunez and Sons,Creed Patton,39732 Rodgers Fields Apt. 192,Kirbyfort,OR,90837,188.9,283.4
71a2a176,"Moore, Delacruz and Brown",Andy Bernard,622 Anderson Mountains,New Joshuaberg,NV,51171,180,270
71a2a1ba,Weiss-Warren,Phyllis Vance,4267 Green Village Apt. 042,Jamesport,OR,3569,11.3,17
71a2a1f8,Leach Ltd,Phyllis Vance,436 Turner Valley,North Diana,AK,11565,76,114
71a2a3ec,"Ward, Mckee and Smith",Dwight Schrute,22474 Ford Oval Suite 940,East Joseph,NC,13593,200,299.9
71a2a45a,Delgado Group,Dwight Schrute,038 Jason Wells,Chenfurt,MA,74436,339.9,509.9
71a2a498,"Williams, Li and Rodriguez",Dwight Schrute,1600 Leroy Pines,South Michael,HI,9216,100,150
71a2a4c8,Martinez Group,Meredith Palmer,926 Gonzales Land Apt. 227,Port Mariaborough,LA,47477,33.4,50.1
71a2a506,Huff-Riley,Andy Bernard,8419 Brittany Trail Suite 570,Leemouth,OH,5947,104.9,157.4
71a2a536,Fisher Group,Andy Bernard,4784 Brown Street Apt. 833,West Stephanie,WY,76330,60.6,90.9
71a2a568,Erickson-Browning,Ryan Howard,18816 Tony Ports,Orrside,SC,14605,74.7,112.1
71a2a5a4,Werner Inc,Dwight Schrute,7862 Ricardo Parks,Turnerburgh,ND,42327,217.5,326.3
71a2a5d8,Robinson Group,Creed Patton,355 Carter Estates,Lisahaven,TX,78790,90.6,135.9
71a2a612,"Williams, Li and Rodriguez",Dwight Schrute,1600 Leroy Pines,South Michael,HI,9216,101.6,157.4
71a2a748,"Davis, Richardson and Boyd",Andy Bernard,5993 Joseph Plain,Schultzfurt,MD,89088,75,112.5
71a2a77a,Fry-Richmond,Stanley Hudson,770 Gordon Avenue,Gabrielland,IN,7790,110.7,166.1
71a2a7b6,Sullivan-Smith,Stanley Hudson,1110 Nicole Run,East Troybury,UT,66982,599.2,898.8
71a2a7e8,"Williams, Li and Rodriguez",Kevin Malone,1600 Leroy Pines,South Michael,HI,9216,73.5,110.3
71a2a81a,Wilson Group,Stanley Hudson,617 Ortiz Park Suite 285,West Deborah,SD,44008,75,112.5
71a2a858,Thomas and Sons,Creed Patton,5606 Fernandez Shoal,Lake Stanleychester,KY,34809,122.5,183.8
71a2a888,"Glover, Delgado and Brown",Ryan Howard,84503 Brandon Manors,Bassstad,AR,81611,86.6,129.9
71a2a8c6,Mendoza-Morris,Dwight Schrute,68889 Sheri Dam Apt. 943,Markview,NM,19591,159.9,239.9
71a2a8f6,"Juarez, Garza and Wallace",Stanley Hudson,07053 Mendez Port Apt. 464,West Robertborough,GA,17854,115.5,173.3
71a2a928,"Sanchez, Roberts and Hickman",Phyllis Vance,2373 Scott Oval Suite 932,North Williamshire,SC,47711,115,172.5
71a2a964,Sanchez Inc,Andy Bernard,8433 Martin Hollow,North Gregoryton,ID,47124,270,405
71a2a998,Johnson-Smith,Kevin Malone,56503 Campbell Center Apt. 026,East Makaylachester,NJ,32327,156.6,234.9
71a2a9d2,Dawson-Sanchez,Creed Patton,588 William Walks,North William,KS,805,65.1,97.7
71a2aa06,"Stewart, Grimes and Porter",,2429 Mcintyre Stream,Nicholasland,RI,73895,69,103.5
71a2aa36,Vincent-Nelson,Creed Patton,5142 Torres Mission Suite 713,North Brandontown,ID,75375,76.1,114.2
71a2aa74,Harris PLC,Creed Patton,126 Williams Crossroad,South Stevenmouth,IN,54673,104.5,156.8
71a2aaa4,"Olson, Mejia and Lewis",Phyllis Vance,023 Johns Mission,Patriciaton,WY,6719,176,264
71a2aad8,Riddle PLC,,737 Sandoval View,Garciaside,NV,10037,150,225
71a2ab12,Cox Group,Dwight Schrute,70681 Nguyen Plains,South Alan,MD,11674,79.4,125.1
71a2ab46,"Wood, Robinson and Lane",,39701 Turner Underpass,Adamsstad,TN,32574,110.7,166.1
71a2ab80,"Moody, Bryan and Walsh",Dwight Schrute,18457 Chavez Plaza Suite 505,Williamsland,IN,28255,76.2,114.3
71a2abb4,Whitney-Gonzales,Dwight Schrute,085 Day Street,East Catherine,CO,24983,98.3,147.5
71a2abe4,Reed-Jenkins,Andy Bernard,6227 Ashley Villages,Flemingberg,NJ,45100,105,157.5
71a2ac1e,Brooks-Reynolds,Stanley Hudson,99197 Watson Alley,Juliefurt,NV,52685,64.8,97.2
71a2ac52,Koch-Foster,Stanley Hudson,217 Brandi Park,New Annchester,FL,78301,69.4,104.1
71a2ac8c,Campbell Ltd,,325 Tamara Key Suite 932,East Larry,CA,67771,113.4,170.1
71a2acc0,"Lowe, Adams and Berry",,401 Cooper Green Suite 224,Smithstad,ME,80643,25,37.5
71a2acfa,Waters PLC,Dwight Schrute,11592 Williams Roads,Donnachester,ND,80900,96.5,144.7
71a2ad2e,Wolfe-Gilbert,Dwight Schrute,9610 Bass Inlet,New Chad,ME,9114,89.8,134.7
71a2ad68,"Morales, Martin and Huff",Michael Scott,58474 Wong Place Apt. 300,North Michaelside,NM,79993,82.6,123.9
71a2ad9c,Daniel Group,Kevin Malone,1068 Mitchell Heights Suite 146,East Jamestown,AL,11992,167.9,251.9
71a2add8,Rodriguez-Fernandez,Michael Scott,66495 Julia Expressway,Jenniferburgh,WV,57034,50,75
71a2ae0a,"Hart, Cameron and Johnson",Phyllis Vance,88615 Chavez Crossing,Ronaldmouth,KS,99190,153.3,230
71a2ae6e,"Luna, Young and Gomez",Andy Bernard,162 Rachael Mission,South Jonbury,DE,88467,40.5,60.8
71a2aea8,"Johnson, Pratt and Warren",,1840 Jennifer Glen Suite 269,Jonesborough,KY,4669,155.9,233.9
71a2aee6,Coffey-Zimmerman,Dwight Schrute,416 Angela Causeway Suite 658,North Robinville,LA,12447,94.5,146.7
71a2af18,Smith-Jones,Phyllis Vance,613 Heather Plaza,East Erintown,ID,18545,133.2,199.8
71a2af54,"Mason, Cook and Black",Dwight Schrute,30688 Carroll Trail,New Davidview,NC,41722,125.9,188.9
